香港频道,#genre#
東森幼幼 ,p2p://190.2.146.92:18912/5c724866000564111d5255b84de26a1c.ts
東森電影 ,p2p://190.2.146.92:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
東森戲劇 ,p2p://190.2.146.92:18912/5c724882000704081d52c386798d4d25.ts
緯來電影 ,p2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts
緯來戲劇 ,p2p://190.2.146.92:18912/5c72488e000bae061d52f38e705751dd.ts
HBO HD ,p2p://190.2.146.92:18912/5c7249dd000ca2101d58106551ff3ed4.ts
國家地理野生 ,p2p://190.2.146.92:18912/5c7249fb000db88c1d5885e333974925.ts
星衛娛樂 ,p2p://190.2.146.92:18912/5c724a0a000180991d58bd4f6e533ad5.ts
星衛電影 ,p2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts
好萊塢電影 ,p2p://190.2.146.92:18912/5c7249e2000125281d5820ff23a165d1.ts
MOMO親子 ,p2p://190.2.146.92:18912/5c7248620002c4fd1d52456c75ed6b55.ts
迪士尼卡通 ,p2p://190.2.146.92:18912/5c72485c0008852e1d522f7314a34325.ts
八大戲劇 ,p2p://190.2.146.92:18912/5c72488600080edc1d52d364104615a0.ts
大愛 ,p2p://190.2.146.92:18912/5c7248470009cd451d51ddb92c7476f0.ts
JET綜合 ,p2p://190.2.146.92:18912/5c724892000e3e1c1d5303da4a3c6c26.ts
霹靂台灣 ,p2p://190.2.146.92:18912/5c7248580004e26e1d521ee9240c6230.ts
ELTA體育3 ,p2p://190.2.146.92:18912/5c7249f7000966361d58752a73813a0e.ts
東森綜合 ,p2p://190.2.146.92:18912/5c724877000e7b2d1d529a721b487255.ts
TVBS歡樂 ,p2p://190.2.146.92:18912/5c72488a000a56b71d52e3a07060345e.ts
中天新闻,http://cdn.5itv.tv//ZZ_zhongtiannews/ZZ_zhongtiannews.m3u8
东森新闻,http://cdn.5itv.tv//ZZ_dongsenxinwen/ZZ_dongsenxinwen.m3u8
年代新闻,http://cdn.5itv.tv//ZZ_niandaixinwen/ZZ_niandianxinwen.m3u8
中天新闻,p2p://198.255.74.57:10196/5e29dccb000eb9f2a7ba83592cbd7f42.ts
寰宇综合,p2p://185.169.196.146:9906/59fd383a000db1c102f021590c272f6e.ts
寰宇综合,p2p://198.255.74.57:10196/5e29dcd2000a58f2a7ba9d9221dece92.ts
寰宇新闻,p2p://185.169.196.146:9906/59fd2b5e0006d13802bde4340bc41e87.ts
寰宇新闻,p2p://198.255.74.57:10196/5e29dcd200096d41a7ba9d5671a34a35.ts
寰宇新闻2,p2p://185.169.196.146:9906/5a142744000f25045fbe6f82276e0d88.ts
三立新闻,p2p://198.255.74.57:10196/5e29dcc7000e78d1a7ba73a8b49332d6.ts
年代新闻,p2p://198.255.74.57:10196/5e29dcc4000e1256a7ba67d6dcbd790f.ts
非凡新闻,p2p://198.255.74.57:10196/5e29dcc4000d3837a7ba679e0707e155.ts
东森新闻,p2p://198.255.74.57:10196/5e29dcc4000727f8a7ba66110711fb67.ts
壹电视新闻,p2p://198.255.74.57:10196/5e29dcc800055083a7ba75389ccc9094.ts
中视新闻台,p2p://185.169.196.146:9906/59fd2282000219b8029b479b6fc21d86.ts
TVBS新闻台,p2p://198.255.74.57:10196/5e29dccb00077c1ca7ba817e99a611e2.ts
民视新闻台,p2p://198.255.74.57:10196/5e29dcc00007444ba7ba56789a87bb8c.ts
台视新闻台,p2p://198.255.74.57:10196/5e29dcc000056f5ea7ba5600bbe89288.ts
华视,p2p://185.169.196.146:9906/59fd23240005c9a4029dc1561885012e.ts
民视,p2p://185.169.196.146:9906/59fd230300046dc8029d402053e02fbf.ts
博斯无限,p2p://185.169.196.146:9906/59fd149100031ddf0264d2721a4e5126.ts
八大娱乐台,p2p://185.169.196.146:9906/59fd38fe000e2eeb02f31f187a8b3f49.ts
靖天卡通台,p2p://185.169.196.146:9906/59fd38e0000de06a02f2a9c951a975a6.ts
MTV 音乐台,p2p://185.169.196.146:9906/59fd38c4000c84ed02f23c1b626a19ac.ts
龙华偶像,p2p://185.169.196.146:9906/59fd38a1000ca5a002f1b363682d5b70.ts
龙华戏剧,p2p://185.169.196.146:9906/59fd38840006b53d02f14094613f7615.ts
博斯运动2,p2p://185.169.196.146:9906/59fd3861000ae97702f0b8f522337286.ts
中视经典,p2p://198.255.74.57:10196/5e29dcc0000b518da7ba57824bf1ba69.ts
中视,p2p://198.255.74.57:10196/5e29dcc0000a8594a7ba574eb905b969.ts
中视新闻台,p2p://198.255.74.57:10196/5e29dcc00009b1e4a7ba571739048e2a.ts
公视,p2p://198.255.74.57:10196/5e29dcc00008e6f7a7ba56e3ed7db243.ts
民视台湾台,p2p://198.255.74.57:10196/5e29dcc00008174fa7ba56ae733fae94.ts
民视,p2p://198.255.74.57:10196/5e29dcc000067469a7ba56430b192933.ts
台视,p2p://198.255.74.57:10196/5e29dcc00005a2dca7ba560deaacffca.ts
华视,p2p://198.255.74.57:10196/5e29dcc4000f0b21a7ba6816a75555ef.ts
纬来育乐,p2p://198.255.74.57:10196/5e29dcc4000c5858a7ba6765eed8ba5e.ts
纬来综合,p2p://198.255.74.57:10196/5e29dcc4000b7696a7ba672be832145a.ts
纬来电影,p2p://198.255.74.57:10196/5e29dcc4000a92dda7ba66f15c0b1af8.ts
纬来体育,p2p://198.255.74.57:10196/5e29dcc40009b7d0a7ba66b998f3d0ca.ts
纬来戏剧,p2p://198.255.74.57:10196/5e29dcc40008da92a7ba668012bdc210.ts
纬来日本,p2p://198.255.74.57:10196/5e29dcc4000806eea7ba664ad0852e46.ts
东森财经新闻,p2p://198.255.74.57:10196/5e29dcc400065381a7ba65db93e74ca8.ts
东森电影,p2p://198.255.74.57:10196/5e29dcc400054555a7ba65955b63da7e.ts
东森洋片,p2p://198.255.74.57:10196/5e29dcc40004f090a7ba65803d84cd39.ts
东森综合,p2p://198.255.74.57:10196/5e29dcc80008afb3a7ba7615926667d7.ts
东森戏剧,p2p://198.255.74.57:10196/5e29dcc80007d784a7ba75dec671c0d1.ts
东森幼幼,p2p://198.255.74.57:10196/5e29dcc8000700d4a7ba75a7a81e0c2b.ts
壹电视综合,p2p://198.255.74.57:10196/5e29dcc8000629cba7ba7570c36a4761.ts
龙华动画,p2p://198.255.74.57:10196/5e29dcc80004764ba7ba7500af10b903.ts
龙华洋片,p2p://198.255.74.57:10196/5e29dcc800038ef7a7ba74c5c2595921.ts
龙华影剧,p2p://198.255.74.57:10196/5e29dcc80002a756a7ba748ab2ea4949.ts
龙华偶像,p2p://198.255.74.57:10196/5e29dcc80001ca13a7ba745174a4d195.ts
龙华戏剧,p2p://198.255.74.57:10196/5e29dcc80000ef71a7ba74197518ba46.ts
龙华经典,p2p://198.255.74.57:10196/5e29dcc800000f75a7ba73e04dcf60bd.ts
三立台湾台,p2p://198.255.74.57:10196/5e29dcc7000e35e9a7ba739717ffe3c9.ts
三立都会台,p2p://198.255.74.57:10196/5e29dccc00020725a7ba84013375ccb2.ts
三立综合台,p2p://198.255.74.57:10196/5e29dccc00012c3da7ba83c999f51866.ts
三立戏剧台,p2p://198.255.74.57:10196/5e29dccc000053dda7ba8391802b122b.ts
中天综合,p2p://198.255.74.57:10196/5e29dccb000de05ea7ba832120061adb.ts
东森亚洲台,p2p://198.255.74.57:10196/5e29dccb000ceaa0a7ba82e27d7edf81.ts
中天娱乐,p2p://198.255.74.57:10196/5e29dccb000c0e25a7ba82aa6e2d15a7.ts
八大第一台,p2p://198.255.74.57:10196/5e29dccb000b2bf6a7ba8270273aad5c.ts
八大戏剧,p2p://198.255.74.57:10196/5e29dccb000a514da7ba8238cf2b1b0f.ts
八大娱乐台,p2p://198.255.74.57:10196/5e29dccb00097375a7ba81ff917d87ca.ts
八大综合,p2p://198.255.74.57:10196/5e29dccb00089696a7ba81c7cae500e9.ts
TVBS欢乐,p2p://198.255.74.57:10196/5e29dccb000724b5a7ba8168b1214085.ts
TVBS,p2p://198.255.74.57:10196/5e29dccf00042180a7ba90434587c4b3.ts
东森电影,p2p://185.169.196.146:9906/59fd0cab0008230a0245f94a229777bd.ts
东森幼幼,p2p://185.169.196.146:9906/5a32188e00095e2bd4b5d0737fe325f5.ts
靖天戏剧台,p2p://198.255.74.57:10196/5e29dccf00034614a7ba900b395d18d3.ts
靖天卡通台,p2p://198.255.74.57:10196/5e29dccf0002635ea7ba8fd096ec6095.ts
靖天电影台,p2p://198.255.74.57:10196/5e29dccf00018480a7ba8f972d44683a.ts
靖天映画,p2p://198.255.74.57:10196/5e29dccf0000a99ca7ba8f5f9747bc29.ts
靖天国际台,p2p://198.255.74.57:10196/5e29dcce000f18b6a7ba8f291d22225d.ts
靖天育乐台,p2p://198.255.74.57:10196/5e29dcce000e35bfa7ba8eefe5a9506f.ts
靖天日本,p2p://198.255.74.57:10196/5e29dcce000d5fb1a7ba8eb83edfcd43.ts
靖洋戏剧台,p2p://198.255.74.57:10196/5e29dcce000c826fa7ba8e80580a2cb4.ts
鸿基影剧台,p2p://198.255.74.57:10196/5e29dcce000bab61a7ba8e49498dd8c8.ts
EYETV旅游,p2p://198.255.74.57:10196/5e29dcce000ad2b6a7ba8e11509c2eb2.ts
EYETV戏剧,p2p://198.255.74.57:10196/5e29dcce0009fc3ca7ba8dda8a90711b.ts
阿里郎电视台,p2p://198.255.74.57:10196/5e29dcce0009b390a7ba8dc87a0e74e9.ts
smart知识台,p2p://198.255.74.57:10196/5e29dcd2000c10c6a7ba9e03e68befdc.ts
JET 综合,p2p://198.255.74.57:10196/5e29dcd2000b3ba6a7ba9dcc73238c2d.ts
寰宇财经,p2p://198.255.74.57:10196/5e29dcd2000871eda7ba9d1539886d16.ts
ELTA综合,p2p://198.255.74.57:10196/5e29dcd20006bed8a7ba9ca6d2c23986.ts
ELTA影剧,p2p://198.255.74.57:10196/5e29dcd20005e9f3a7ba9c7073310e0f.ts
ELTA体育,p2p://198.255.74.57:10196/5e29dcd200050fcea7ba9c3805265a5e.ts
曼迪日本台,p2p://198.255.74.57:10196/5e29dcd20004334ba7ba9bff3fe3a491.ts
国兴卫视,p2p://198.255.74.57:10196/5e29dcd2000352f6a7ba9bc6c0b6d7a9.ts
采昌影剧台,p2p://198.255.74.57:10196/5e29dcd200028495a7ba9b91c18c048d.ts
博斯运动1,p2p://198.255.74.57:10196/5e29dcd200023d65a7ba9b7fa3ea9f2e.ts
博斯高球Ⅱ,p2p://198.255.74.57:10196/5e29dcd60006fe3da7baac56100b0e36.ts
博斯运动II,p2p://198.255.74.57:10196/5e29dcd600062f21a7baac2165bb9d97.ts
博斯网球,p2p://198.255.74.57:10196/5e29dcd600055ec9a7baabec7c20f598.ts
博斯无限,p2p://198.255.74.57:10196/5e29dcd6000490dba7baabb771a36a63.ts
博斯高球一台,p2p://198.255.74.57:10196/5e29dcd60003ba8ca7baab8069f4220d.ts
中视,p2p://185.169.196.146:9906/59fd09bd0002ab6d023a86337415321a.ts
台视,p2p://185.169.196.146:9906/59fd099c00008ebf023a04ce64d57ff4.ts
TVBS新闻台,p2p://185.169.196.146:9906/59fd096d0003aa9702394e013b6206a2.ts
三立新闻,p2p://185.169.196.146:9906/59fd08fd000707490237995b3c9f2775.ts
壹电视新闻,p2p://185.169.196.146:9906/59fd08ad000509c00236604f613b08e7.ts
Baby TV 英语,p2p://185.169.196.146:9906/59fd088b000b59000235dd256d3d4ad5.ts
星卫电影台,p2p://185.169.196.146:9906/59fd086a00072cbb02355b236c4a3fcb.ts
美亚电影台,p2p://185.169.196.146:9906/59fd08470008d4d60234d2d92e65644c.ts
国家地理野生,p2p://185.169.196.146:9906/59fd082b000c6ca7023466633fed4c93.ts
亚洲旅游台,p2p://185.169.196.146:9906/59fd0809000909e90233e0b820d34ea5.ts
ELTA影剧,p2p://185.169.196.146:9906/59fd07e7000727bb02335b6b31754db5.ts
ELTA体育1,p2p://185.169.196.146:9906/59fd07ba000a4d260232ac6f507c5a84.ts
博斯网球,p2p://185.169.196.146:9906/59fd0790000c3d34023208dc252633c0.ts
龙华洋片,p2p://185.169.196.146:9906/59fd07650001a79102315e34781149f3.ts
博斯高球Ⅱ,p2p://185.169.196.146:9906/59fd073b0000c2280230b9e6743b0ab3.ts
美食星球,p2p://185.169.196.146:9906/59fd07190004a07d0230361f798d3b15.ts
壹电视综合,p2p://185.169.196.146:9906/59fd06f600087a21022fae61787f061c.ts
中视,p2p://185.169.196.146:9906/59fd06ac000555a7022e8c862ebc1019.ts
华视,p2p://185.169.196.146:9906/59fd068a0005f99e022e07d55c2f581d.ts
民视台湾台,p2p://185.169.196.146:9906/59fd0670000decc5022da459628c3d1a.ts
公视,p2p://185.169.196.146:9906/59fd0656000e66cd022d3ee840ad175d.ts
非凡新闻,p2p://185.169.196.146:9906/59fd05f30007004f022bba4b77671d93.ts
年代新闻,p2p://185.169.196.146:9906/5a56230e0004af51617ff5935a3e292e.ts
民视新闻台,p2p://185.169.196.146:9906/59fd05930008403b022a439a3b9b7401.ts
国兴卫视,p2p://185.169.196.146:9906/59fd0565000d04390229912232d21634.ts
JET 综合&年代MUCH,p2p://185.169.196.146:9906/59fd054a00006c030229246e6fa27a75.ts
中天亚洲台,p2p://185.169.196.146:9906/59fd05260002b0730228985b2c380c8a.ts
中天新闻,p2p://185.169.196.146:9906/59fd05020006070602280c953c2545e6.ts
中天综合,p2p://185.169.196.146:9906/59fd04bc00059d610226fb164a845fa5.ts
中天娱乐,p2p://185.169.196.146:9906/59fd049e0006fb6e0226863427c16955.ts
卫视中文台,p2p://185.169.196.146:9906/59fd0394000660a0022277050be47b46.ts
卫视电影台,p2p://185.169.196.146:9906/59fd0369000ea5750221d12f32a532b8.ts
八大第一台,p2p://185.169.196.146:9906/59fd22540006fb57029a95244a947e57.ts
八大综合,p2p://185.169.196.146:9906/59fd22220005cbed0299d18627a207f7.ts
八大戏剧,p2p://185.169.196.146:9906/59fd21c7000edfe70298706f2ef217c7.ts
三立都会台,p2p://185.169.196.146:9906/59fd20f5000e6b4602953c0079210fd1.ts
TVBS,p2p://185.169.196.146:9906/59fd20d3000f24fd0294b75f4a555e2a.ts
TVBS欢乐台,p2p://185.169.196.146:9906/59fd20ae000635720294248563346fd6.ts
纬来日本,p2p://185.169.196.146:9906/5bc8a92100047ccf6299e01b2aac4b86.ts
纬来戏剧,p2p://185.169.196.146:9906/59fd20190002fb090291ddb256d73759.ts
纬来电影,p2p://185.169.196.146:9906/59fd1feb0003d7be02912a31740004af.ts
东森新闻,p2p://185.169.196.146:9906/5a1427ee0009fb195fc1064a3af652d1.ts
东森财经新闻,p2p://185.169.196.146:9906/59fd1f94000ee56d028fd937397b7e63.ts
东森戏剧,p2p://185.169.196.146:9906/59fd17a500022c250270d8533c186ce9.ts
东森洋片,p2p://185.169.196.146:9906/59fd17860002b83302705f6a03a560d2.ts
Disney 迪士尼,p2p://185.169.196.146:9906/59fd1766000a51cc026fe44f425c5788.ts
大爱一台,p2p://185.169.196.146:9906/59fd173e0004273a026f46886dde4613.ts
中天新闻,vjms://58.215.133.184:8500:3502/live/cid=407
三立新聞,http://60.199.188.65/HLS/WG_ETTV-N/index.m3u8
三立新聞,vjms://58.215.133.185:8500:3502/live/cid=352
壹新闻,vjms://122.155.180.8:8500:3502/live/cid=445
年代新聞,vjms://58.215.133.184:8500:3502/live/cid=455
非凡新聞,vjms://58.215.133.184:8500:3502/live/cid=443
TVBS新聞,vjms://58.215.133.185:8500:3502/live/cid=348
TVBS綜合,vjms://58.215.133.185:8500:3502/live/cid=349
迪斯尼,vjms://58.215.133.185:8500:3502/live/cid=361
公視3,vjms://58.215.133.185:8500:3502/live/cid=236
民視,vjms://58.215.133.185:8500:3502/live/cid=450
東森新聞,vjms://58.215.133.185:8500:3502/live/cid=340
TVBS新聞,msc://CTVBSNews
三立都会,vjms://58.215.133.184:8500:3502/live/cid=226
HBO亞洲電影,vjms://58.215.133.185:8500:3502/live/cid=261
HBO溫馨電影,vjms://58.215.133.185:8500:3502/live/cid=181
HBO原創電影,vjms://58.215.133.185:8500:3502/live/cid=436
HBO強檔電影,vjms://58.215.133.185:8500:3502/live/cid=238
HBO家庭,vjms://58.215.133.185:8500:3502/live/cid=181
HBO原創,vjms://58.215.133.185:8500:3502/live/cid=236
HBO強檔,vjms://58.215.133.185:8500:3502/live/cid=238
HBO,vjms://58.215.133.185:8500:3502/live/cid=261
八大第一,vjms://58.215.133.185:8500:3502/live/cid=441
緯來戲劇,vjms://58.215.133.185:8500:3502/live/cid=137
年代MUCH,vjms://58.215.133.185:8500:3502/live/cid=439
年代新聞,vjms://58.215.133.185:8500:3502/live/cid=455
非凡新聞,vjms://58.215.133.185:8500:3502/live/cid=443
愛爾達體育,vjms://58.215.133.185:8500:3502/live/cid=266
國家地理野生,vjms://58.215.133.185:8500:3502/live/cid=263
國家地理,vjms://58.215.133.185:8500:3502/live/cid=115
探索亞洲,vjms://58.215.133.185:8500:3502/live/cid=440
動物星球,vjms://58.215.133.185:8500:3502/live/cid=3
探索科學,vjms://58.215.133.185:8500:3502/live/cid=457
TLC旅游生活,vjms://58.215.133.185:8500:3502/live/cid=103
博斯高球,vjms://58.215.133.185:8500:3502/live/cid=265
緯來體育,vjms://58.215.133.185:8500:3502/live/cid=202
三立都會,vjms://58.215.133.185:8500:3502/live/cid=226
FOX1,vjms://58.215.133.185:8500:3502/live/cid=97
FOX2,vjms://58.215.133.185:8500:3502/live/cid=444
FOX3,vjms://58.215.133.185:8500:3502/live/cid=95
FOX體育2,vjms://58.215.133.185:8500:3502/live/cid=444
FOX體育3,vjms://58.215.133.185:8500:3502/live/cid=95
FOXMOVIES,vjms://58.215.133.185:8500:3502/live/cid=94
迪士尼,vjms://58.215.133.185:8500:3502/live/cid=361
衛視電影,vjms://58.215.133.185:8500:3502/live/cid=94
ELTA體育,vjms://58.215.133.185:8500:3502/live/cid=266
國家地理,vjms://58.215.133.185:8500:3502/live/cid=263
發現科學,vjms://58.215.133.185:8500:3502/live/cid=440
MTV,vjms://58.215.133.185:8500:3502/live/cid=52
臺-東森財經新聞,vjms://58.215.133.185:8500:3502/live/cid=456
臺-旅遊生活,vjms://58.215.133.185:8500:3502/live/cid=103


央视频道,#genre#
央视4K,http://119.167.204.86/tlivecloud-cdn.ysp.cctv.cn/001/2000266303.m3u8
新华中文,http://livecdn1.news.cn/cnccn/manifest.m3u8
CCTV-1综合,http://www.szdznet.cn/tv/tm2.php?id=CCTV1HD
CCTV-1综合,http://www.szdznet.cn/tv/tm2.php?id=CCTV1
CCTV-2财经,http://www.szdznet.cn/tv/tm2.php?id=CCTV2HD
CCTV-2财经,http://www.szdznet.cn/tv/tm2.php?id=CCTV2
CCTV-3综艺,http://www.szdznet.cn/tv/tm2.php?id=CCTV3HD
CCTV-3综艺,http://www.szdznet.cn/tv/tm2.php?id=CCTV3
CCTV-4中文国际,http://www.szdznet.cn/tv/tm2.php?id=CCTV4HD
CCTV-4中文国际,http://www.szdznet.cn/tv/tm2.php?id=CCTV4
CCTV-5体育,http://www.szdznet.cn/tv/tm2.php?id=CCTV5HD
CCTV-5体育,http://www.szdznet.cn/tv/tm2.php?id=CCTV5
CCTV-5+体育赛事,http://www.szdznet.cn/tv/tm2.php?id=CCTV5AHD
CCTV-6电影,http://www.szdznet.cn/tv/tm2.php?id=CCTV6HD
CCTV-6电影,http://www.szdznet.cn/tv/tm2.php?id=CCTV6
CCTV-7国防军事,http://www.szdznet.cn/tv/tm2.php?id=CCTV7HD
CCTV-8电视剧,http://www.szdznet.cn/tv/tm2.php?id=CCTV8HD
CCTV-8电视剧,http://www.szdznet.cn/tv/tm2.php?id=CCTV8
CCTV-9纪录,http://www.szdznet.cn/tv/tm2.php?id=CCTV9HD
CCTV-9纪录,http://www.szdznet.cn/tv/tm2.php?id=CCTV9
CCTV-10科教,http://www.szdznet.cn/tv/tm2.php?id=CCTV10HD
CCTV-10科教,http://www.szdznet.cn/tv/tm2.php?id=CCTV10
CCTV-11戏曲,http://www.szdznet.cn/tv/tm2.php?id=CCTV11
CCTV-12社会与法,http://www.szdznet.cn/tv/tm2.php?id=CCTV12HD
CCTV-12社会与法,http://www.szdznet.cn/tv/tm2.php?id=CCTV12
CCTV-13新闻,http://www.szdznet.cn/tv/tm2.php?id=CCTVNEWS
CCTV-14少儿,http://www.szdznet.cn/tv/tm2.php?id=CCTVChildHD
